City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Brejinho,BR,-6.1908,-35.3567,76.3,84,59,5.61,broken clouds
697,Labytnangi,RU,66.6572,66.4183,5.11,88,48,7.78,scattered clouds
698,North Battleford,CA,52.7834,-108.2847,15.4,79,100,18.41,haze
699,Gambela,ET,8.25,34.5833,70.93,69,8,3.71,clear sky
700,Sarandi,BR,-23.4436,-51.8739,62.96,69,0,4.99,clear sky
701,Mount Isa,AU,-20.7333,139.5,89.37,18,58,14.97,broken clouds
702,Kabare,CD,-2.4683,28.8242,61.09,98,100,0.27,light rain
703,Torrington,US,41.8007,-73.1212,38.7,89,91,1.99,overcast clouds
704,Emborion,GR,40.4833,21.55,51.3,90,100,6.04,overcast clouds
705,Ugoofaaru,MV,5.6667,73.0,81.54,75,98,9.86,overcast clouds
706,Camiri,BO,-20.05,-63.5167,69.15,54,100,1.34,overcast clouds
707,Storforshei,NO,66.4043,14.5233,34.32,30,10,5.1,clear sky
708,Sinnamary,GF,5.3833,-52.95,77.81,86,100,7.45,overcast clouds
709,Nelson Bay,AU,-32.7167,152.15,68.05,57,5,10.0,clear sky
